"age","date","population_thousand","workingpop_thousand","employed_thousand","unemployed_thousand","nonworkingpop_thousand","involvement_rate","unemployment_rate","employment_rate"
"55-59","2014/03/01","3583.7","2584.4","2504.8","79.6","999.3","72.1","3.1","69.9"
"55-59","2014/04/01","3600.7","2653.2","2586.6","66.6","947.5","73.7","2.5","71.8"
"55-59","2014/05/01","3617.8","2673.1","2606.9","66.2","944.7","73.9","2.5","72.1"
"55-59","2014/06/01","3635","2663.8","2600.5","63.2","971.2","73.3","2.4","71.5"
"55-59","2014/07/01","3649.9","2661.7","2603.5","58.2","988.2","72.9","2.2","71.3"
"55-59","2014/08/01","3665","2660.8","2598.3","62.4","1004.2","72.6","2.3","70.9"
"55-59","2014/09/01","3680.1","2683.9","2621.1","62.8","996.2","72.9","2.3","71.2"
"55-59","2014/10/01","3695.3","2701.8","2640.5","61.4","993.4","73.1","2.3","71.5"
"55-59","2014/11/01","3710.5","2721.1","2656","65.1","989.4","73.3","2.4","71.6"
"55-59","2014/12/01","3725.9","2681.6","2611.9","69.7","1044.3","72","2.6","70.1"
"55-59","2015/01/01","3741.9","2659.6","2582","77.6","1082.3","71.1","2.9","69"
"55-59","2015/02/01","3758","2695.6","2601.2","94.3","1062.4","71.7","3.5","69.2"
"55-59","2015/03/01","3774.2","2720.2","2630.2","90.1","1054","72.1","3.3","69.7"
"55-59","2015/04/01","3790.5","2746.5","2673.6","73","1043.9","72.5","2.7","70.5"
"55-59","2015/05/01","3806.8","2784.5","2707.9","76.7","1022.3","73.1","2.8","71.1"
"55-59","2015/06/01","3823.3","2795","2704.8","90.2","1028.2","73.1","3.2","70.7"
"55-59","2015/07/01","3836.2","2818.2","2738.1","80.1","1018.1","73.5","2.8","71.4"
"55-59","2015/08/01","3849.2","2796.5","2714.4","82.1","1052.7","72.7","2.9","70.5"
"55-59","2015/09/01","3862.3","2823.5","2747.3","76.2","1038.8","73.1","2.7","71.1"
"55-59","2015/10/01","3875.4","2839.8","2770.7","69.1","1035.7","73.3","2.4","71.5"
"55-59","2015/11/01","3888.6","2841.3","2776.6","64.7","1047.3","73.1","2.3","71.4"
"55-59","2015/12/01","3901.9","2817.1","2756.9","60.2","1084.8","72.2","2.1","70.7"
"55-59","2016/01/01","3915.7","2780.7","2707.3","73.4","1135","71","2.6","69.1"
"55-59","2016/02/01","3929.7","2803.2","2717.2","86","1126.5","71.3","3.1","69.1"
"55-59","2016/03/01","3943.8","2818.8","2728.8","90.1","1124.9","71.5","3.2","69.2"
"55-59","2016/04/01","3957.9","2875","2790.1","84.9","1082.9","72.6","3","70.5"
"55-59","2016/05/01","3972.1","2918.5","2842.8","75.7","1053.6","73.5","2.6","71.6"
"55-59","2016/06/01","3986.4","2939.2","2865.3","73.9","1047.2","73.7","2.5","71.9"
"55-59","2016/07/01","3996.6","2930.6","2857","73.6","1066","73.3","2.5","71.5"
"55-59","2016/08/01","4006.9","2934.6","2862","72.6","1072.4","73.2","2.5","71.4"
"55-59","2016/09/01","4017.3","2954.6","2882.6","72","1062.7","73.5","2.4","71.8"
"55-59","2016/10/01","4027.7","2967.2","2897.9","69.2","1060.5","73.7","2.3","71.9"
"60--","1999/06/01","4993","2036","1982","54","2958","40.8","2.7","39.7"
"60--","1999/07/01","5011","2013","1964","49","2998","40.2","2.4","39.2"
"60--","1999/08/01","5028","2031","1991","40","2997","40.4","2","39.6"
"60--","1999/09/01","5045","2095","2049","46","2950","41.5","2.2","40.6"
"60--","1999/10/01","5062","2133","2086","46","2929","42.1","2.2","41.2"
"60--","1999/11/01","5079","2052","2019","34","3027","40.4","1.7","39.8"
"60--","1999/12/01","5097","1797","1758","39","3300","35.3","2.2","34.5"
"60--","2000/01/01","5114","1657","1619","38","3456","32.4","2.3","31.7"
"60--","2000/02/01","5131","1688","1645","42","3443","32.9","2.5","32.1"
"60--","2000/03/01","5149","1888","1846","42","3261","36.7","2.2","35.9"
"60--","2000/04/01","5166","2045","2014","32","3121","39.6","1.6","39"
"60--","2000/05/01","5184","2121","2093","28","3064","40.9","1.3","40.4"
"60--","2000/06/01","5202","2128","2106","22","3074","40.9","1","40.5"
"60--","2000/07/01","5220","2110","2090","21","3110","40.4","1","40"
"60--","2000/08/01","5239","2121","2098","24","3118","40.5","1.1","40"
"60--","2000/09/01","5258","2150","2125","25","3109","40.9","1.2","40.4"
"60--","2000/10/01","5278","2149","2123","26","3129","40.7","1.2","40.2"
"60--","2000/11/01","5297","2042","2016","26","3255","38.6","1.3","38.1"
"60--","2000/12/01","5316","1816","1786","30","3500","34.2","1.7","33.6"
"60--","2001/01/01","5336","1704","1666","37","3632","31.9","2.2","31.2"
"60--","2001/02/01","5355","1719","1685","33","3636","32.1","1.9","31.5"
"60--","2001/03/01","5375","1902","1872","29","3473","35.4","1.5","34.8"
"60--","2001/04/01","5395","2134","2105","29","3261","39.6","1.4","39"
"60--","2001/05/01","5414","2208","2187","21","3206","40.8","1","40.4"
"60--","2001/06/01","5434","2229","2212","18","3205","41",".8","40.7"
"60--","2001/07/01","5454","2216","2195","21","3239","40.6",".9","40.2"
"60--","2001/08/01","5475","2228","2212","16","3247","40.7",".7","40.4"
"60--","2001/09/01","5495","2287","2263","24","3208","41.6","1","41.2"
"60--","2001/10/01","5516","2303","2279","24","3212","41.8","1","41.3"
"60--","2001/11/01","5536","2222","2201","20","3315","40.1",".9","39.8"
"60--","2001/12/01","5557","1997","1971","26","3560","35.9","1.3","35.5"
"60--","2002/01/01","5578","1875","1852","23","3702","33.6","1.2","33.2"
"60--","2002/02/01","5598","1918","1886","32","3680","34.3","1.7","33.7"
"60--","2002/03/01","5619","2111","2076","35","3508","37.6","1.7","36.9"
"60--","2002/04/01","5641","2284","2252","32","3356","40.5","1.4","39.9"
"60--","2002/05/01","5662","2338","2314","24","3324","41.3","1","40.9"
"60--","2002/06/01","5683","2363","2344","19","3320","41.6",".8","41.2"
"60--","2002/07/01","5703","2356","2332","24","3347","41.3","1","40.9"
"60--","2002/08/01","5722","2311","2289","22","3411","40.4","1","40"
"60--","2002/09/01","5741","2383","2362","21","3358","41.5",".9","41.1"
"60--","2002/10/01","5759","2389","2371","17","3371","41.5",".7","41.2"
"60--","2002/11/01","5778","2300","2284","16","3478","39.8",".7","39.5"
"60--","2002/12/01","5797","2106","2087","18","3692","36.3",".9","36"
"60--","2003/01/01","5815.9","1882.5","1862.4","20.1","3933.4","32.4","1.1","32"
"60--","2003/02/01","5835","1878.5","1861.7","16.7","3956.6","32.2",".9","31.9"
"60--","2003/03/01","5854.3","2033.5","2012.3","21.1","3820.8","34.7","1","34.4"
"60--","2003/04/01","5873.7","2165.7","2144.3","21.4","3708","36.9","1","36.5"
"60--","2003/05/01","5893.2","2251.7","2232.4","19.3","3641.4","38.2",".9","37.9"
"60--","2003/06/01","5912.8","2268.8","2250.2","18.5","3644","38.4",".8","38.1"
"60--","2003/07/01","5930.6","2254.9","2232.2","22.7","3675.7","38","1","37.6"
"60--","2003/08/01","5946.7","2235.7","2215.7","19.9","3711","37.6",".9","37.3"
"60--","2003/09/01","5962.8","2314.1","2291.7","22.4","3648.7","38.8","1","38.4"
"60--","2003/10/01","5979.1","2344.3","2318.6","25.6","3634.9","39.2","1.1","38.8"
"60--","2003/11/01","5995.5","2287.3","2262.2","25.1","3708.2","38.2","1.1","37.7"
"60--","2003/12/01","6012","2046.8","2020.5","26.3","3965.2","34","1.3","33.6"
"60--","2004/01/01","6028.3","1971.8","1943.4","28.4","4056.6","32.7","1.4","32.2"
"60--","2004/02/01","6044.5","2039.8","2010.2","29.7","4004.7","33.7","1.5","33.3"
"60--","2004/03/01","6060.8","2241.5","2214.3","27.1","3819.3","37","1.2","36.5"
"60--","2004/04/01","6077.1","2355.2","2326.2","28.9","3721.9","38.8","1.2","38.3"
"60--","2004/05/01","6093.6","2370.9","2340.5","30.4","3722.7","38.9","1.3","38.4"
"60--","2004/06/01","6110.2","2388.1","2361.4","26.7","3722","39.1","1.1","38.6"
"60--","2004/07/01","6126.6","2339","2310.8","28.2","3787.6","38.2","1.2","37.7"
"60--","2004/08/01","6142.9","2338.2","2310.5","27.7","3804.7","38.1","1.2","37.6"
"60--","2004/09/01","6159.3","2398","2372","25.9","3761.4","38.9","1.1","38.5"
"60--","2004/10/01","6175.9","2440.8","2417.6","23.2","3735","39.5","1","39.1"
"60--","2004/11/01","6192.5","2363.7","2339.6","24.1","3828.8","38.2","1","37.8"
"60--","2004/12/01","6209.2","2162.7","2142.2","20.6","4046.4","34.8","1","34.5"
"60--","2005/01/01","6241.9","2059.1","2031.8","27.3","4182.8","33","1.3","32.6"
"60--","2005/02/01","6291.1","2091.2","2064.4","26.8","4199.9","33.2","1.3","32.8"
"60--","2005/03/01","6341","2286.6","2256.7","29.9","4054.4","36.1","1.3","35.6"
"60--","2005/04/01","6391.6","2467.1","2436.5","30.6","3924.5","38.6","1.2","38.1"
"60--","2005/05/01","6442.8","2563.8","2517.8","46","3879.1","39.8","1.8","39.1"
"60--","2005/06/01","6494.8","2608.4","2560.5","47.9","3886.4","40.2","1.8","39.4"
"60--","2005/07/01","6518.3","2527.2","2489.8","37.4","3991.1","38.8","1.5","38.2"
"60--","2005/08/01","6536.7","2475.7","2447.5","28.3","4061","37.9","1.1","37.4"
"60--","2005/09/01","6546.5","2557.1","2528.2","28.9","3989.4","39.1","1.1","38.6"
"60--","2005/10/01","6558.6","2575","2544.1","30.9","3983.6","39.3","1.2","38.8"
"60--","2005/11/01","6569.2","2504.5","2478.9","25.6","4064.7","38.1","1","37.7"
"60--","2005/12/01","6581.2","2236.8","2212.4","24.4","4344.4","34","1.1","33.6"
"60--","2006/01/01","6600.5","2148.2","2121.1","27.1","4452.3","32.5","1.3","32.1"
"60--","2006/02/01","6621.7","2192.5","2148.3","44.2","4429.2","33.1","2","32.4"
"60--","2006/03/01","6643.5","2414.6","2375.2","39.5","4228.8","36.3","1.6","35.8"
"60--","2006/04/01","6663.6","2572.2","2531.1","41.1","4091.4","38.6","1.6","38"
"60--","2006/05/01","6683.6","2677.5","2631.4","46","4006.2","40.1","1.7","39.4"
"60--","2006/06/01","6703.3","2698.3","2657","41.2","4005","40.3","1.5","39.6"
"60--","2006/07/01","6714.5","2637.1","2598.5","38.6","4077.3","39.3","1.5","38.7"
"60--","2006/08/01","6724.5","2617.7","2584.7","33","4106.8","38.9","1.3","38.4"
"60--","2006/09/01","6734","2658.6","2629.8","28.8","4075.4","39.5","1.1","39.1"
"60--","2006/10/01","6743.4","2745","2716.4","28.7","3998.3","40.7","1","40.3"
"60--","2006/11/01","6753.6","2688.6","2657","31.6","4065","39.8","1.2","39.3"
"60--","2006/12/01","6762.8","2407.5","2380.4","27.2","4355.3","35.6","1.1","35.2"
"60--","2007/01/01","6782.7","2317.7","2277.5","40.2","4465","34.2","1.7","33.6"
"60--","2007/02/01","6802.5","2340.5","2298.6","41.8","4462.1","34.4","1.8","33.8"
"60--","2007/03/01","6821.7","2545.6","2501.7","43.8","4276.1","37.3","1.7","36.7"
"60--","2007/04/01","6842.4","2729.2","2699.1","30.2","4113.2","39.9","1.1","39.4"
"60--","2007/05/01","6860.1","2841.6","2804","37.6","4018.5","41.4","1.3","40.9"
"60--","2007/06/01","6876","2838.6","2807.1","31.5","4037.4","41.3","1.1","40.8"
"60--","2007/07/01","6890.1","2769.7","2732.3","37.4","4120.4","40.2","1.4","39.7"
"60--","2007/08/01","6904.1","2735.5","2702.7","32.8","4168.6","39.6","1.2","39.1"
"60--","2007/09/01","6918.3","2768.1","2737.5","30.6","4150.2","40","1.1","39.6"
"60--","2007/10/01","6932.5","2792.9","2754.3","38.6","4139.6","40.3","1.4","39.7"
"60--","2007/11/01","6946.7","2703.1","2669.5","33.6","4243.6","38.9","1.2","38.4"
"60--","2007/12/01","6961","2462.5","2428.9","33.6","4498.6","35.4","1.4","34.9"
"60--","2008/01/01","6980","2324.6","2292.3","32.3","4655.4","33.3","1.4","32.8"
"60--","2008/02/01","6999.5","2350.4","2304.5","45.9","4649","33.6","2","32.9"
"60--","2008/03/01","7019","2562.9","2526","36.9","4456","36.5","1.4","36"
"60--","2008/04/01","7038.6","2717","2685.2","31.8","4321.6","38.6","1.2","38.1"
"60--","2008/05/01","7058.3","2815.7","2782.2","33.5","4242.6","39.9","1.2","39.4"
"60--","2008/06/01","7078.1","2803.5","2770.4","33.1","4274.5","39.6","1.2","39.1"
"60--","2008/07/01","7095.2","2783.2","2756","27.2","4312","39.2","1","38.8"
"60--","2008/08/01","7112.4","2742.2","2717.9","24.4","4370.1","38.6",".9","38.2"
"60--","2008/09/01","7129.6","2816.3","2788.1","28.1","4313.4","39.5","1","39.1"
"60--","2008/10/01","7147","2819","2794.3","24.7","4328","39.4",".9","39.1"
"60--","2008/11/01","7164.4","2788.6","2758.8","29.9","4375.8","38.9","1.1","38.5"
"60--","2008/12/01","7181.9","2482.1","2450.5","31.6","4699.7","34.6","1.3","34.1"
"60--","2009/01/01","7201.6","2350.5","2316.9","33.7","4851.1","32.6","1.4","32.2"
"60--","2009/02/01","7222.5","2364.5","2317.8","46.7","4858","32.7","2","32.1"
"60--","2009/03/01","7245","2593.2","2556.6","36.6","4651.7","35.8","1.4","35.3"
"60--","2009/04/01","7268.1","2742.8","2701.9","40.9","4525.3","37.7","1.5","37.2"
"60--","2009/05/01","7293.2","2842.6","2782.2","60.4","4450.6","39","2.1","38.1"
"60--","2009/06/01","7319","2958.2","2901.3","57","4360.8","40.4","1.9","39.6"
"60--","2009/07/01","7344.2","2890.1","2843.2","46.9","4454.1","39.4","1.6","38.7"
"60--","2009/08/01","7367.2","2888.8","2844.6","44.2","4478.4","39.2","1.5","38.6"
"60--","2009/09/01","7389.2","2946.9","2901.3","45.6","4442.3","39.9","1.5","39.3"
"60--","2009/10/01","7411.3","2955.7","2916.1","39.6","4455.6","39.9","1.3","39.3"
"60--","2009/11/01","7434.6","2829.7","2793.8","35.9","4605","38.1","1.3","37.6"
"60--","2009/12/01","7458.1","2449.6","2403.5","46.2","5008.5","32.8","1.9","32.2"
"60--","2010/01/01","7481","2424.6","2211.6","213","5056.3","32.4","8.8","29.6"
"60--","2010/02/01","7503.9","2423.2","2278.5","144.7","5080.6","32.3","6","30.4"
"60--","2010/03/01","7526.9","2648.8","2568.9","79.8","4878.1","35.2","3","34.1"
"60--","2010/04/01","7550","2874.3","2809.9","64.4","4675.7","38.1","2.2","37.2"
"60--","2010/05/01","7573.3","3001.7","2944.2","57.5","4571.6","39.6","1.9","38.9"
"60--","2010/06/01","7596.7","3033.2","2971.7","61.5","4563.5","39.9","2","39.1"
"60--","2010/07/01","7620.8","3006.2","2939.6","66.6","4614.7","39.4","2.2","38.6"
"60--","2010/08/01","7645.1","2948","2894.1","53.8","4697.2","38.6","1.8","37.9"
"60--","2010/09/01","7669.5","2983.6","2926.9","56.7","4686","38.9","1.9","38.2"
"60--","2010/10/01","7694.1","2993.7","2939.3","54.5","4700.3","38.9","1.8","38.2"
"60--","2010/11/01","7718.7","2859.3","2811.4","47.9","4859.4","37","1.7","36.4"
"60--","2010/12/01","7743.6","2598.7","2542.7","56.1","5144.8","33.6","2.2","32.8"
"60--","2011/01/01","7768.8","2391.8","2313.5","78.3","5377.1","30.8","3.3","29.8"
"60--","2011/02/01","7794.2","2591.1","2423.4","167.7","5203.2","33.2","6.5","31.1"
"60--","2011/03/01","7819.8","2861.1","2750.9","110.2","4958.7","36.6","3.9","35.2"
"60--","2011/04/01","7845.4","3010.5","2939.4","71.1","4834.9","38.4","2.4","37.5"
"60--","2011/05/01","7871.3","3142.2","3073.3","68.9","4729.1","39.9","2.2","39"
"60--","2011/06/01","7897.2","3194.5","3123.9","70.5","4702.7","40.5","2.2","39.6"
"60--","2011/07/01","7933.8","3114","3037.5","76.6","4819.8","39.2","2.5","38.3"
"60--","2011/08/01","7957.5","3132","3076","56","4825.5","39.4","1.8","38.7"
"60--","2011/09/01","7981.3","3109","3041","68","4872.3","39","2.2","38.1"
"60--","2011/10/01","8005.2","3185.7","3131.4","54.3","4819.6","39.8","1.7","39.1"
"60--","2011/11/01","8029.3","3085.4","3029.6","55.7","4943.9","38.4","1.8","37.7"
"60--","2011/12/01","8053.5","2737.1","2688.2","48.8","5316.4","34","1.8","33.4"
"60--","2012/01/01","8105.3","2613.3","2526.9","86.4","5492","32.2","3.3","31.2"
"60--","2012/02/01","8146.4","2767.8","2583.7","184.2","5378.5","34","6.7","31.7"
"60--","2012/03/01","8188","3011.9","2911","101","5176","36.8","3.4","35.6"
"60--","2012/04/01","8230.1","3263.7","3190.3","73.5","4966.3","39.7","2.3","38.8"
"60--","2012/05/01","8272.8","3411.1","3351.6","59.5","4861.7","41.2","1.7","40.5"
"60--","2012/06/01","8316","3411.5","3346.2","65.3","4904.5","41","1.9","40.2"
"60--","2012/07/01","8346.8","3356.5","3288.2","68.2","4990.4","40.2","2","39.4"
"60--","2012/08/01","8356","3338.5","3268.1","70.4","5017.5","40","2.1","39.1"
"60--","2012/09/01","8365.2","3390.6","3333.7","56.9","4974.6","40.5","1.7","39.9"
"60--","2012/10/01","8374.4","3408.7","3356.8","51.9","4965.7","40.7","1.5","40.1"
"60--","2012/11/01","8383.8","3291.6","3243.6","48","5092.2","39.3","1.5","38.7"
"60--","2012/12/01","8393.3","2949","2893.6","55.4","5444.3","35.1","1.9","34.5"
"60--","2013/01/01","8418.8","2802.3","2708.9","93.4","5616.6","33.3","3.3","32.2"
"60--","2013/02/01","8444.6","2887.1","2753.9","133.2","5557.5","34.2","4.6","32.6"
"60--","2013/03/01","8470.4","3173.2","3101.5","71.7","5297.2","37.5","2.3","36.6"
"60--","2013/04/01","8496.4","3415","3369.7","45.3","5081.3","40.2","1.3","39.7"
"60--","2013/05/01","8522.5","3545.6","3487.7","58","4976.9","41.6","1.6","40.9"
"60--","2013/06/01","8548.8","3562.6","3497","65.6","4986.2","41.7","1.8","40.9"
"60--","2013/07/01","8591.5","3533.3","3489.6","43.7","5058.3","41.1","1.2","40.6"
"60--","2013/08/01","8621.2","3490.8","3449.9","40.8","5130.5","40.5","1.2","40"
"60--","2013/09/01","8651.1","3553.3","3511.4","41.9","5097.8","41.1","1.2","40.6"
"60--","2013/10/01","8681.2","3595","3548.1","46.8","5086.2","41.4","1.3","40.9"
"60--","2013/11/01","8711.4","3521.1","3478.7","42.4","5190.2","40.4","1.2","39.9"
"60--","2013/12/01","8741.7","3120.3","3066.2","54.1","5621.4","35.7","1.7","35.1"
"60--","2014/01/01","8772.2","3040.9","2918.4","122.4","5731.3","34.7","4","33.3"
"60--","2014/02/01","8802.9","3177.6","2982.1","195.5","5625.3","36.1","6.2","33.9"
"60--","2014/03/01","8833.7","3419.3","3316.4","102.9","5414.4","38.7","3","37.5"
"60--","2014/04/01","8864.7","3650.4","3575.7","74.7","5214.3","41.2","2","40.3"
"60--","2014/05/01","8895.8","3738","3669.8","68.2","5157.8","42","1.8","41.3"
"60--","2014/06/01","8927.2","3746.8","3683.7","63.1","5180.4","42","1.7","41.3"
"60--","2014/07/01","8964.5","3727.7","3668.9","58.8","5236.9","41.6","1.6","40.9"
"60--","2014/08/01","9002.2","3706.6","3648.9","57.8","5295.5","41.2","1.6","40.5"
"60--","2014/09/01","9040","3765.9","3709.2","56.6","5274.2","41.7","1.5","41"
"60--","2014/10/01","9078.1","3798","3731","67","5280.1","41.8","1.8","41.1"
"60--","2014/11/01","9116.5","3746.1","3699.6","46.5","5370.4","41.1","1.2","40.6"
"60--","2014/12/01","9155.1","3326.3","3264.8","61.5","5828.7","36.3","1.8","35.7"
"60--","2015/01/01","9191.4","3220.1","3092.7","127.4","5971.3","35","4","33.6"
"60--","2015/02/01","9227.9","3362.3","3175","187.3","5865.6","36.4","5.6","34.4"
"60--","2015/03/01","9264.7","3629","3526.5","102.5","5635.7","39.2","2.8","38.1"
"60--","2015/04/01","9301.7","3774.1","3689.2","85","5527.5","40.6","2.3","39.7"
"60--","2015/05/01","9338.9","3925","3837.1","87.9","5413.9","42","2.2","41.1"
"60--","2015/06/01","9376.3","3935","3853.9","81.1","5441.3","42","2.1","41.1"
"60--","2015/07/01","9415.6","3932.6","3841.9","90.8","5482.9","41.8","2.3","40.8"
"60--","2015/08/01","9455","3901.6","3825.6","76","5553.5","41.3","1.9","40.5"
"60--","2015/09/01","9494.8","3950.8","3881.6","69.2","5544","41.6","1.8","40.9"
"60--","2015/10/01","9534.7","3953","3866.5","86.5","5581.7","41.5","2.2","40.6"
"60--","2015/11/01","9575","3881.6","3809.4","72.3","5693.4","40.5","1.9","39.8"
"60--","2015/12/01","9615.5","3603.3","3527.6","75.8","6012.1","37.5","2.1","36.7"
"60--","2016/01/01","9653.6","3411.9","3286.7","125.2","6241.7","35.3","3.7","34"
"60--","2016/02/01","9692.1","3551.2","3332.7","218.5","6140.9","36.6","6.2","34.4"
"60--","2016/03/01","9730.8","3819.4","3711.6","107.8","5911.3","39.3","2.8","38.1"
"60--","2016/04/01","9769.7","3987.7","3897.1","90.6","5782","40.8","2.3","39.9"
"60--","2016/05/01","9808.9","4096.6","3999.5","97.1","5712.3","41.8","2.4","40.8"
"60--","2016/06/01","9848.3","4134.1","4050.5","83.7","5714.1","42","2","41.1"
"60--","2016/07/01","9888.4","4160.4","4071.7","88.7","5728","42.1","2.1","41.2"
"60--","2016/08/01","9928.8","4184.6","4083.6","101","5744.2","42.1","2.4","41.1"
"60--","2016/09/01","9969.4","4197.5","4100.8","96.6","5771.9","42.1","2.3","41.1"
"60--","2016/10/01","10010.2","4230.5","4141.1","89.4","5779.7","42.3","2.1","41.4"
"60-64","1999/06/01","1777","1042","1001","41","735","58.6","3.9","56.3"
"60-64","1999/07/01","1781","1025","986","39","756","57.6","3.8","55.4"
"60-64","1999/08/01","1784","1032","997","35","752","57.8","3.4","55.9"
"60-64","1999/09/01","1787","1045","1007","38","741","58.5","3.6","56.4"
"60-64","1999/10/01","1790","1054","1017","37","736","58.9","3.5","56.8"
"60-64","1999/11/01","1793","1016","989","27","777","56.7","2.7","55.2"
"60-64","1999/12/01","1796","922","889","33","874","51.3","3.6","49.5"
"60-64","2000/01/01","1799","863","832","31","936","48","3.6","46.2"
"60-64","2000/02/01","1802","879","848","31","923","48.8","3.5","47.1"
"60-64","2000/03/01","1805","951","919","32","855","52.7","3.4","50.9"
"60-64","2000/04/01","1808","1006","982","24","802","55.6","2.4","54.3"
"60-64","2000/05/01","1812","1043","1021","22","769","57.6","2.1","56.3"
"60-64","2000/06/01","1815","1036","1021","16","778","57.1","1.5","56.3"
"60-64","2000/07/01","1818","1029","1013","16","789","56.6","1.6","55.7"
"60-64","2000/08/01","1822","1027","1008","19","795","56.4","1.9","55.3"
"60-64","2000/09/01","1825","1037","1017","20","788","56.8","1.9","55.7"
"60-64","2000/10/01","1829","1038","1015","22","791","56.8","2.1","55.5"
"60-64","2000/11/01","1833","1007","984","22","826","54.9","2.2","53.7"
"60-64","2000/12/01","1836","922","898","25","914","50.2","2.7","48.9"
"60-64","2001/01/01","1840","868","837","31","972","47.2","3.6","45.5"
"60-64","2001/02/01","1844","879","850","28","965","47.7","3.2","46.1"
"60-64","2001/03/01","1847","949","925","24","898","51.4","2.5","50.1"
"60-64","2001/04/01","1851","1034","1009","25","817","55.9","2.4","54.5"
"60-64","2001/05/01","1855","1068","1051","17","786","57.6","1.6","56.7"
"60-64","2001/06/01","1858","1074","1060","14","784","57.8","1.3","57.1"
"60-64","2001/07/01","1862","1066","1048","18","796","57.3","1.7","56.3"
"60-64","2001/08/01","1866","1068","1055","13","799","57.2","1.2","56.5"
"60-64","2001/09/01","1871","1089","1071","18","781","58.2","1.7","57.2"
"60-64","2001/10/01","1875","1097","1079","18","777","58.5","1.6","57.5"
"60-64","2001/11/01","1879","1065","1049","15","814","56.7","1.4","55.8"
"60-64","2001/12/01","1883","988","968","20","896","52.5","2","51.4"
"60-64","2002/01/01","1888","942","921","21","946","49.9","2.2","48.8"
"60-64","2002/02/01","1892","962","941","22","929","50.8","2.3","49.7"
"60-64","2002/03/01","1896","1044","1022","23","852","55.1","2.2","53.9"
"60-64","2002/04/01","1900","1089","1065","23","812","57.3","2.1","56.1"
"60-64","2002/05/01","1905","1103","1084","18","802","57.9","1.6","56.9"
"60-64","2002/06/01","1909","1114","1099","15","795","58.4","1.3","57.6"
"60-64","2002/07/01","1912","1106","1087","19","806","57.8","1.7","56.9"
"60-64","2002/08/01","1914","1092","1075","17","822","57.1","1.6","56.2"
"60-64","2002/09/01","1916","1121","1105","16","795","58.5","1.4","57.7"
"60-64","2002/10/01","1918","1116","1105","11","802","58.2","1","57.6"
"60-64","2002/11/01","1920","1089","1078","11","831","56.7","1","56.1"
"60-64","2002/12/01","1922","1020","1007","13","902","53.1","1.3","52.4"
"60-64","2003/01/01","1923.7","910.3","896.4","13.9","1013.4","47.3","1.5","46.6"
"60-64","2003/02/01","1925.6","913.5","897.4","16.1","1012.1","47.4","1.8","46.6"
"60-64","2003/03/01","1927.6","985.4","968.4","17","942.2","51.1","1.7","50.2"
"60-64","2003/04/01","1929.5","1031.7","1013.7","18.1","897.8","53.5","1.8","52.5"
"60-64","2003/05/01","1931.5","1052.6","1037.6","15","878.9","54.5","1.4","53.7"
"60-64","2003/06/01","1933.5","1053.2","1037.2","16","880.3","54.5","1.5","53.6"
"60-64","2003/07/01","1934.1","1046.5","1029.3","17.2","887.6","54.1","1.6","53.2"
"60-64","2003/08/01","1933.3","1032.8","1019.2","13.5","900.5","53.4","1.3","52.7"
"60-64","2003/09/01","1932.5","1067.7","1050.4","17.3","864.8","55.2","1.6","54.4"
"60-64","2003/10/01","1931.8","1072","1055.3","16.6","859.8","55.5","1.5","54.6"
"60-64","2003/11/01","1931","1055.4","1037.7","17.8","875.6","54.7","1.7","53.7"
"60-64","2003/12/01","1930.3","986.4","967.2","19.2","943.8","51.1","1.9","50.1"
"60-64","2004/01/01","1929.4","954","934.1","19.9","975.4","49.4","2.1","48.4"
"60-64","2004/02/01","1928.3","969.4","949.2","20.1","959","50.3","2.1","49.2"
"60-64","2004/03/01","1927.3","1025.9","1007.3","18.5","901.4","53.2","1.8","52.3"
"60-64","2004/04/01","1926.3","1052.2","1032.4","19.7","874.1","54.6","1.9","53.6"
"60-64","2004/05/01","1925.2","1054.5","1037.9","16.6","870.7","54.8","1.6","53.9"
"60-64","2004/06/01","1924.2","1062.1","1044.3","17.8","862.1","55.2","1.7","54.3"
"60-64","2004/07/01","1923.3","1042.6","1023.3","19.3","880.7","54.2","1.9","53.2"
"60-64","2004/08/01","1922.5","1039.4","1019","20.4","883.1","54.1","2","53"
"60-64","2004/09/01","1921.7","1064.4","1046.4","18.1","857.3","55.4","1.7","54.5"
"60-64","2004/10/01","1920.9","1070.7","1056.5","14.3","850.1","55.7","1.3","55"
"60-64","2004/11/01","1920.1","1056.5","1040.1","16.4","863.6","55","1.6","54.2"
"60-64","2004/12/01","1919.3","996.6","982.3","14.4","922.7","51.9","1.4","51.2"
"60-64","2005/01/01","1919.8","967.3","945.3","22","952.5","50.4","2.3","49.2"
"60-64","2005/02/01","1921.6","957.9","941.3","16.6","963.7","49.8","1.7","49"
"60-64","2005/03/01","1923.4","1009.6","990","19.6","913.8","52.5","1.9","51.5"
"60-64","2005/04/01","1925.2","1066.3","1044.2","22.1","858.9","55.4","2.1","54.2"
"60-64","2005/05/01","1927.1","1100.9","1068.3","32.6","826.2","57.1","3","55.4"
"60-64","2005/06/01","1929","1103.2","1068.5","34.7","825.7","57.2","3.1","55.4"
"60-64","2005/07/01","1930.5","1069.8","1043.4","26.4","860.6","55.4","2.5","54"
"60-64","2005/08/01","1931","1074","1055.5","18.5","857","55.6","1.7","54.7"
